5.260361358523368835e-03, 4.725314676761627197e-03
5.268687382340431213e-03, 4.716029390692710876e-03
5.276787094771862030e-03, 4.706964828073978424e-03
5.269045010209083557e-03, 4.715629853308200836e-03
5.274766590446233749e-03, 4.709228873252868652e-03
5.265959538519382477e-03, 4.719075281172990799e-03
5.261857062578201294e-03, 4.723649006336927414e-03
5.261857062578201294e-03, 4.723649006336927414e-03
5.263029132038354874e-03, 4.722342826426029205e-03
5.256903357803821564e-03, 4.729161038994789124e-03
5.268072243779897690e-03, 4.716716241091489792e-03
5.257009528577327728e-03, 4.729043226689100266e-03
5.243379622697830200e-03, 4.744151141494512558e-03
5.246162880212068558e-03, 4.741073120385408401e-03
5.245417356491088867e-03, 4.741897806525230408e-03
5.238693673163652420e-03, 4.749324638396501541e-03
5.236372351646423340e-03, 4.751883912831544876e-03
5.223271436989307404e-03, 4.766281228512525558e-03
5.223271436989307404e-03,-4.766281228512525558e-03
5.245216656476259232e-03,-4.742120392620563507e-03
5.219300277531147003e-03,-4.770629573613405228e-03
5.126365460455417633e-03,-4.870356991887092590e-03
5.110816098749637604e-03,-4.886671435087919235e-03
-5.297973752021789551e-03,4.683105275034904480e-03
-5.286572501063346863e-03,4.695971962064504623e-03
-5.286572501063346863e-03,4.695971962064504623e-03
-5.298101808875799179e-03,4.682960454374551773e-03
-5.298266187310218811e-03,4.682774655520915985e-03
-5.300143733620643616e-03,4.680649377405643463e-03
-5.319436546415090561e-03,4.658711608499288559e-03
-5.306272301822900772e-03,4.673700314015150070e-03
-5.306272301822900772e-03,4.673700314015150070e-03
-5.315893795341253281e-03,4.662753548473119736e-03
-5.293972790241241455e-03,4.687627777457237244e-03
-5.330290645360946655e-03,4.646288696676492691e-03
-5.334049463272094727e-03,4.641972947865724564e-03
-5.346395540982484818e-03,4.627747926861047745e-03
-5.342463962733745575e-03,4.632286261767148972e-03
-5.347342696040868759e-03,4.626653622835874557e-03
-5.397649016231298447e-03,4.567864350974559784e-03
-5.397649016231298447e-03,4.567864350974559784e-03
-5.408109165728092194e-03,4.555475432425737381e-03
-5.456069484353065491e-03,4.497922025620937347e-03
-5.492356140166521072e-03,4.453540779650211334e-03
-5.501273553818464279e-03,4.442520439624786377e-03
-5.539083387702703476e-03,4.395287949591875076e-03
-5.593414884060621262e-03,4.325934685766696930e-03
-5.621819291263818741e-03,4.288956522941589355e-03
-5.642141215503215790e-03,4.262187518179416656e-03
-5.642141215503215790e-03,4.262187518179416656e-03
-5.662639625370502472e-03,4.234916064888238907e-03
-5.718975793570280075e-03,4.158522933721542358e-03
-5.731049925088882446e-03,4.141867626458406448e-03
-5.768829956650733948e-03,4.089083056896924973e-03
-5.788374692201614380e-03,4.061368759721517563e-03
-5.826053209602832794e-03,4.007131326943635941e-03
-5.844223313033580780e-03,3.980584442615509033e-03
-5.883998237550258636e-03,3.921551164239645004e-03
-5.883998237550258636e-03,3.921551164239645004e-03
-5.923731718212366104e-03,3.861269447952508926e-03
-5.939152091741561890e-03,3.837508847936987877e-03
-5.942475516349077225e-03,3.832360031083226204e-03
-6.075120531022548676e-03,3.618412883952260017e-03
-6.075120531022548676e-03,3.618412883952260017e-03
-6.075120531022548676e-03,3.618412883952260017e-03
-6.127553060650825500e-03,3.528894390910863876e-03
-6.127553060650825500e-03,3.528894390910863876e-03
-6.161501631140708923e-03,3.469279035925865173e-03
-6.184494588524103165e-03,3.428122494369745255e-03
-6.199446972459554672e-03,3.401008667424321175e-03
-6.239970214664936066e-03,3.326074918732047081e-03
-6.304404232650995255e-03,3.202262567356228828e-03
